,Attribute,Value
0,Beta (5Y Monthly),1.01
1,52-Week Change 3,76.79%
2,S&P500 52-Week Change 3,4.83%
3,52 Week High 3,149.69
4,52 Week Low 3,70.20
5,50-Day Moving Average 3,138.53
6,200-Day Moving Average 3,114.86
7,Avg Vol (3 month) 3,1.92M
8,Avg Vol (10 day) 3,1.83M
9,Shares Outstanding 5,161.65M
10,Float,137.09M
11,% Held by Insiders 1,16.66%
12,% Held by Institutions 1,79.12%
13,"Shares Short (Jun 14, 2020) 4",5.38M
14,"Short Ratio (Jun 14, 2020) 4",3.28
15,"Short % of Float (Jun 14, 2020) 4",4.67%
16,"Short % of Shares Outstanding (Jun 14, 2020) 4",3.33%
17,"Shares Short (prior month May 14, 2020) 4",5.32M
18,Forward Annual Dividend Rate 4,
19,Forward Annual Dividend Yield 4,
20,Trailing Annual Dividend Rate 3,
21,Trailing Annual Dividend Yield 3,
22,5 Year Average Dividend Yield 4,
23,Payout Ratio 4,0.00%
24,Dividend Date 3,
25,Ex-Dividend Date 4,
26,Last Split Factor 2,2:1
27,Last Split Date 3,"Jun 01, 2011"
28,Fiscal Year Ends,"Dec 30, 2019"
29,Most Recent Quarter (mrq),"Mar 30, 2020"
30,Profit Margin,16.44%
31,Operating Margin (ttm),16.49%
32,Return on Assets (ttm),7.27%
33,Return on Equity (ttm),46.63%
34,Revenue (ttm),2.26B
35,Revenue Per Share (ttm),13.21
36,Quarterly Revenue Growth (yoy),22.10%
37,Gross Profit (ttm),1.65B
38,EBITDA,436.2M
39,Net Income Avi to Common (ttm),371.7M
40,Diluted EPS (ttm),2.13
41,Quarterly Earnings Growth (yoy),76.90%
42,Total Cash (mrq),1.4B
43,Total Cash Per Share (mrq),8.67
44,Total Debt (mrq),43.1M
45,Total Debt/Equity (mrq),8.04
46,Current Ratio (mrq),1.32
47,Book Value Per Share (mrq),3.30
48,Operating Cash Flow (ttm),926.1M
49,Levered Free Cash Flow (ttm),640.64M
