,Attribute,Value
0,Beta (5Y Monthly),0.45
1,52-Week Change 3,-12.33%
2,S&P500 52-Week Change 3,4.83%
3,52 Week High 3,52.52
4,52 Week Low 3,32.00
5,50-Day Moving Average 3,40.81
6,200-Day Moving Average 3,44.53
7,Avg Vol (3 month) 3,3.95M
8,Avg Vol (10 day) 3,4.73M
9,Shares Outstanding 5,541.75M
10,Float,539.73M
11,% Held by Insiders 1,0.26%
12,% Held by Institutions 1,85.48%
13,"Shares Short (Jun 14, 2020) 4",6.21M
14,"Short Ratio (Jun 14, 2020) 4",1.78
15,"Short % of Float (Jun 14, 2020) 4",1.65%
16,"Short % of Shares Outstanding (Jun 14, 2020) 4",1.15%
17,"Shares Short (prior month May 14, 2020) 4",7.26M
18,Forward Annual Dividend Rate 4,1.56
19,Forward Annual Dividend Yield 4,4.16%
20,Trailing Annual Dividend Rate 3,1.54
21,Trailing Annual Dividend Yield 3,4.10%
22,5 Year Average Dividend Yield 4,4.09
23,Payout Ratio 4,144.34%
24,Dividend Date 3,"May 31, 2020"
25,Ex-Dividend Date 4,"May 05, 2020"
26,Last Split Factor 2,1:3
27,Last Split Date 3,"Apr 03, 2003"
28,Fiscal Year Ends,"Dec 30, 2019"
29,Most Recent Quarter (mrq),"Mar 30, 2020"
30,Profit Margin,6.24%
31,Operating Margin (ttm),12.33%
32,Return on Assets (ttm),1.99%
33,Return on Equity (ttm),8.34%
34,Revenue (ttm),10.67B
35,Revenue Per Share (ttm),19.84
36,Quarterly Revenue Growth (yoy),-6.00%
37,Gross Profit (ttm),7.69B
38,EBITDA,2.52B
39,Net Income Avi to Common (ttm),574M
40,Diluted EPS (ttm),1.24
41,Quarterly Earnings Growth (yoy),-76.90%
42,Total Cash (mrq),152M
43,Total Cash Per Share (mrq),0.28
44,Total Debt (mrq),21.95B
45,Total Debt/Equity (mrq),322.16
46,Current Ratio (mrq),0.54
47,Book Value Per Share (mrq),12.58
48,Operating Cash Flow (ttm),2.09B
49,Levered Free Cash Flow (ttm),-1.19B
