,Attribute,Value
0,Beta (5Y Monthly),1.60
1,52-Week Change 3,-40.10%
2,S&P500 52-Week Change 3,4.83%
3,52 Week High 3,153.39
4,52 Week Low 3,46.56
5,50-Day Moving Average 3,91.99
6,200-Day Moving Average 3,110.92
7,Avg Vol (3 month) 3,5.96M
8,Avg Vol (10 day) 3,5.16M
9,Shares Outstanding 5,324.26M
10,Float,275.95M
11,% Held by Insiders 1,17.21%
12,% Held by Institutions 1,64.41%
13,"Shares Short (Jun 14, 2020) 4",10.8M
14,"Short Ratio (Jun 14, 2020) 4",1.75
15,"Short % of Float (Jun 14, 2020) 4",4.09%
16,"Short % of Shares Outstanding (Jun 14, 2020) 4",3.33%
17,"Shares Short (prior month May 14, 2020) 4",14.03M
18,Forward Annual Dividend Rate 4,
19,Forward Annual Dividend Yield 4,
20,Trailing Annual Dividend Rate 3,1.92
21,Trailing Annual Dividend Yield 3,2.28%
22,5 Year Average Dividend Yield 4,1.33
23,Payout Ratio 4,68.57%
24,Dividend Date 3,"Mar 30, 2020"
25,Ex-Dividend Date 4,"Feb 26, 2020"
26,Last Split Factor 2,1061:1000
27,Last Split Date 3,"Nov 21, 2011"
28,Fiscal Year Ends,"Dec 30, 2019"
29,Most Recent Quarter (mrq),"Mar 30, 2020"
30,Profit Margin,18.58%
31,Operating Margin (ttm),35.05%
32,Return on Assets (ttm),4.36%
33,Return on Equity (ttm),117.37%
34,Revenue (ttm),5B
35,Revenue Per Share (ttm),15.19
36,Quarterly Revenue Growth (yoy),-29.60%
37,Gross Profit (ttm),4.06B
38,EBITDA,2.3B
39,Net Income Avi to Common (ttm),929M
40,Diluted EPS (ttm),2.81
41,Quarterly Earnings Growth (yoy),-91.70%
42,Total Cash (mrq),1.76B
43,Total Cash Per Share (mrq),5.43
44,Total Debt (mrq),13.22B
45,Total Debt/Equity (mrq),
46,Current Ratio (mrq),0.62
47,Book Value Per Share (mrq),-0.06
48,Operating Cash Flow (ttm),2.05B
49,Levered Free Cash Flow (ttm),368.88M
