,Attribute,Value
0,Beta (5Y Monthly),1.21
1,52-Week Change 3,
2,S&P500 52-Week Change 3,
3,52 Week High 3,63.86
4,52 Week Low 3,40.01
5,50-Day Moving Average 3,54.21
6,200-Day Moving Average 3,53.16
7,Avg Vol (3 month) 3,1.02M
8,Avg Vol (10 day) 3,783.38k
9,Shares Outstanding 5,136.31M
10,Float,135.94M
11,% Held by Insiders 1,0.41%
12,% Held by Institutions 1,86.44%
13,"Shares Short (Jun 14, 2020) 4",3.3M
14,"Short Ratio (Jun 14, 2020) 4",3.68
15,"Short % of Float (Jun 14, 2020) 4",3.47%
16,"Short % of Shares Outstanding (Jun 14, 2020) 4",2.42%
17,"Shares Short (prior month May 14, 2020) 4",3.17M
18,Forward Annual Dividend Rate 4,0.9
19,Forward Annual Dividend Yield 4,1.64%
20,Trailing Annual Dividend Rate 3,0.86
21,Trailing Annual Dividend Yield 3,1.56%
22,5 Year Average Dividend Yield 4,0.96
23,Payout Ratio 4,76.64%
24,Dividend Date 3,"Jun 15, 2020"
25,Ex-Dividend Date 4,"May 27, 2020"
26,Last Split Factor 2,2:1
27,Last Split Date 3,"Aug 25, 1993"
28,Fiscal Year Ends,"Dec 30, 2019"
29,Most Recent Quarter (mrq),"Mar 27, 2020"
30,Profit Margin,3.77%
31,Operating Margin (ttm),9.48%
32,Return on Assets (ttm),2.63%
33,Return on Equity (ttm),3.28%
34,Revenue (ttm),5B
35,Revenue Per Share (ttm),36.77
36,Quarterly Revenue Growth (yoy),14.20%
37,Gross Profit (ttm),1.77B
38,EBITDA,867.2M
39,Net Income Avi to Common (ttm),188.6M
40,Diluted EPS (ttm),1.37
41,Quarterly Earnings Growth (yoy),66.50%
42,Total Cash (mrq),514.1M
43,Total Cash Per Share (mrq),3.77
44,Total Debt (mrq),3.6B
45,Total Debt/Equity (mrq),62.18
46,Current Ratio (mrq),1.86
47,Book Value Per Share (mrq),42.45
48,Operating Cash Flow (ttm),465.1M
49,Levered Free Cash Flow (ttm),-42.69M
