,Attribute,Value
0,Beta (5Y Monthly),0.61
1,52-Week Change 3,18.07%
2,S&P500 52-Week Change 3,4.83%
3,52 Week High 3,103.37
4,52 Week Low 3,72.06
5,50-Day Moving Average 3,94.88
6,200-Day Moving Average 3,89.35
7,Avg Vol (3 month) 3,1.43M
8,Avg Vol (10 day) 3,1.33M
9,Shares Outstanding 5,203.4M
10,Float,146.12M
11,% Held by Insiders 1,27.78%
12,% Held by Institutions 1,67.90%
13,"Shares Short (Jun 14, 2020) 4",3.66M
14,"Short Ratio (Jun 14, 2020) 4",2.77
15,"Short % of Float (Jun 14, 2020) 4",2.51%
16,"Short % of Shares Outstanding (Jun 14, 2020) 4",1.80%
17,"Shares Short (prior month May 14, 2020) 4",4.15M
18,Forward Annual Dividend Rate 4,1.68
19,Forward Annual Dividend Yield 4,1.67%
20,Trailing Annual Dividend Rate 3,1.62
21,Trailing Annual Dividend Yield 3,1.61%
22,5 Year Average Dividend Yield 4,1.67
23,Payout Ratio 4,21.29%
24,Dividend Date 3,"May 31, 2020"
25,Ex-Dividend Date 4,"May 14, 2020"
26,Last Split Factor 2,2:1
27,Last Split Date 3,"Jun 15, 2009"
28,Fiscal Year Ends,"Sep 29, 2019"
29,Most Recent Quarter (mrq),"Mar 30, 2020"
30,Profit Margin,0.85%
31,Operating Margin (ttm),0.99%
32,Return on Assets (ttm),2.86%
33,Return on Equity (ttm),47.22%
34,Revenue (ttm),186.16B
35,Revenue Per Share (ttm),898.19
36,Quarterly Revenue Growth (yoy),9.50%
37,Gross Profit (ttm),4.99B
38,EBITDA,2.27B
39,Net Income Avi to Common (ttm),1.58B
40,Diluted EPS (ttm),7.59
41,Quarterly Earnings Growth (yoy),"3,438.90%"
42,Total Cash (mrq),3.69B
43,Total Cash Per Share (mrq),18.15
44,Total Debt (mrq),4.67B
45,Total Debt/Equity (mrq),126.07
46,Current Ratio (mrq),0.97
47,Book Value Per Share (mrq),17.66
48,Operating Cash Flow (ttm),2.24B
49,Levered Free Cash Flow (ttm),1.07B
