,Attribute,Value
0,Beta (5Y Monthly),1.74
1,52-Week Change 3,-26.52%
2,S&P500 52-Week Change 3,4.83%
3,52 Week High 3,31.64
4,52 Week Low 3,11.10
5,50-Day Moving Average 3,19.82
6,200-Day Moving Average 3,22.84
7,Avg Vol (3 month) 3,9.04M
8,Avg Vol (10 day) 3,11.02M
9,Shares Outstanding 5,711.91M
10,Float,708.74M
11,% Held by Insiders 1,0.29%
12,% Held by Institutions 1,80.02%
13,"Shares Short (Jun 14, 2020) 4",12.29M
14,"Short Ratio (Jun 14, 2020) 4",1.35
15,"Short % of Float (Jun 14, 2020) 4",1.92%
16,"Short % of Shares Outstanding (Jun 14, 2020) 4",1.73%
17,"Shares Short (prior month May 14, 2020) 4",12.5M
18,Forward Annual Dividend Rate 4,1.08
19,Forward Annual Dividend Yield 4,5.27%
20,Trailing Annual Dividend Rate 3,0.99
21,Trailing Annual Dividend Yield 3,4.83%
22,5 Year Average Dividend Yield 4,2.71
23,Payout Ratio 4,44.00%
24,Dividend Date 3,"Jul 14, 2020"
25,Ex-Dividend Date 4,"Jun 28, 2020"
26,Last Split Factor 2,3:2
27,Last Split Date 3,"Jul 16, 2000"
28,Fiscal Year Ends,"Dec 30, 2019"
29,Most Recent Quarter (mrq),"Mar 30, 2020"
30,Profit Margin,25.32%
31,Operating Margin (ttm),34.57%
32,Return on Assets (ttm),1.01%
33,Return on Equity (ttm),8.55%
34,Revenue (ttm),7.04B
35,Revenue Per Share (ttm),9.73
36,Quarterly Revenue Growth (yoy),-40.20%
37,Gross Profit (ttm),7.89B
38,EBITDA,
39,Net Income Avi to Common (ttm),1.67B
40,Diluted EPS (ttm),2.29
41,Quarterly Earnings Growth (yoy),-94.10%
42,Total Cash (mrq),7.82B
43,Total Cash Per Share (mrq),10.98
44,Total Debt (mrq),24.87B
45,Total Debt/Equity (mrq),
46,Current Ratio (mrq),
47,Book Value Per Share (mrq),28.26
48,Operating Cash Flow (ttm),1.72B
49,Levered Free Cash Flow (ttm),
