,Attribute,Value
0,Beta (5Y Monthly),1.57
1,52-Week Change 3,-37.32%
2,S&P500 52-Week Change 3,4.83%
3,52 Week High 3,31.99
4,52 Week Low 3,9.87
5,50-Day Moving Average 3,13.69
6,200-Day Moving Average 3,16.25
7,Avg Vol (3 month) 3,4.13M
8,Avg Vol (10 day) 3,5.44M
9,Shares Outstanding 5,436.1M
10,Float,392.16M
11,% Held by Insiders 1,0.76%
12,% Held by Institutions 1,84.21%
13,"Shares Short (Jun 14, 2020) 4",9.3M
14,"Short Ratio (Jun 14, 2020) 4",2.67
15,"Short % of Float (Jun 14, 2020) 4",2.14%
16,"Short % of Shares Outstanding (Jun 14, 2020) 4",2.13%
17,"Shares Short (prior month May 14, 2020) 4",9.39M
18,Forward Annual Dividend Rate 4,
19,Forward Annual Dividend Yield 4,
20,Trailing Annual Dividend Rate 3,
21,Trailing Annual Dividend Yield 3,
22,5 Year Average Dividend Yield 4,
23,Payout Ratio 4,7.08%
24,Dividend Date 3,"Feb 24, 2020"
25,Ex-Dividend Date 4,"Feb 05, 2020"
26,Last Split Factor 2,
27,Last Split Date 3,
28,Fiscal Year Ends,"Dec 30, 2019"
29,Most Recent Quarter (mrq),"Mar 30, 2020"
30,Profit Margin,3.59%
31,Operating Margin (ttm),11.75%
32,Return on Assets (ttm),5.53%
33,Return on Equity (ttm),9.98%
34,Revenue (ttm),13.86B
35,Revenue Per Share (ttm),31.72
36,Quarterly Revenue Growth (yoy),-9.40%
37,Gross Profit (ttm),2.96B
38,EBITDA,2.16B
39,Net Income Avi to Common (ttm),496M
40,Diluted EPS (ttm),
41,Quarterly Earnings Growth (yoy),15.00%
42,Total Cash (mrq),2.59B
43,Total Cash Per Share (mrq),5.94
44,Total Debt (mrq),7.38B
45,Total Debt/Equity (mrq),153.78
46,Current Ratio (mrq),1.69
47,Book Value Per Share (mrq),
48,Operating Cash Flow (ttm),373M
49,Levered Free Cash Flow (ttm),867.12M
