,Attribute,Value
0,Beta (5Y Monthly),0.92
1,52-Week Change 3,-11.99%
2,S&P500 52-Week Change 3,4.83%
3,52 Week High 3,212.00
4,52 Week Low 3,104.28
5,50-Day Moving Average 3,172.89
6,200-Day Moving Average 3,173.02
7,Avg Vol (3 month) 3,1.57M
8,Avg Vol (10 day) 3,1.31M
9,Shares Outstanding 5,167.95M
10,Float,160.43M
11,% Held by Insiders 1,9.88%
12,% Held by Institutions 1,85.41%
13,"Shares Short (Jun 14, 2020) 4",6.4M
14,"Short Ratio (Jun 14, 2020) 4",4.98
15,"Short % of Float (Jun 14, 2020) 4",3.99%
16,"Short % of Shares Outstanding (Jun 14, 2020) 4",3.32%
17,"Shares Short (prior month May 14, 2020) 4",6.16M
18,Forward Annual Dividend Rate 4,3
19,Forward Annual Dividend Yield 4,1.73%
20,Trailing Annual Dividend Rate 3,3.00
21,Trailing Annual Dividend Yield 3,1.73%
22,5 Year Average Dividend Yield 4,1.10
23,Payout Ratio 4,
24,Dividend Date 3,"May 18, 2020"
25,Ex-Dividend Date 4,"May 03, 2020"
26,Last Split Factor 2,2:1
27,Last Split Date 3,"May 15, 2005"
28,Fiscal Year Ends,"Feb 28, 2020"
29,Most Recent Quarter (mrq),"Feb 28, 2020"
30,Profit Margin,-0.14%
31,Operating Margin (ttm),32.56%
32,Return on Assets (ttm),6.00%
33,Return on Equity (ttm),0.17%
34,Revenue (ttm),8.34B
35,Revenue Per Share (ttm),43.54
36,Quarterly Revenue Growth (yoy),5.90%
37,Gross Profit (ttm),4.29B
38,EBITDA,3.04B
39,Net Income Avi to Common (ttm),-11.8M
40,Diluted EPS (ttm),-0.06
41,Quarterly Earnings Growth (yoy),-67.90%
42,Total Cash (mrq),81.4M
43,Total Cash Per Share (mrq),0.43
44,Total Debt (mrq),12.75B
45,Total Debt/Equity (mrq),102.18
46,Current Ratio (mrq),1.51
47,Book Value Per Share (mrq),63.47
48,Operating Cash Flow (ttm),2.55B
49,Levered Free Cash Flow (ttm),1.25B
