,Attribute,Value
0,Beta (5Y Monthly),1.68
1,52-Week Change 3,-5.34%
2,S&P500 52-Week Change 3,4.83%
3,52 Week High 3,36.63
4,52 Week Low 3,13.31
5,50-Day Moving Average 3,26.57
6,200-Day Moving Average 3,28.16
7,Avg Vol (3 month) 3,2.82M
8,Avg Vol (10 day) 3,3M
9,Shares Outstanding 5,303.97M
10,Float,279.86M
11,% Held by Insiders 1,0.72%
12,% Held by Institutions 1,98.39%
13,"Shares Short (Jun 14, 2020) 4",4.67M
14,"Short Ratio (Jun 14, 2020) 4",1.77
15,"Short % of Float (Jun 14, 2020) 4",1.73%
16,"Short % of Shares Outstanding (Jun 14, 2020) 4",1.54%
17,"Shares Short (prior month May 14, 2020) 4",5.09M
18,Forward Annual Dividend Rate 4,
19,Forward Annual Dividend Yield 4,
20,Trailing Annual Dividend Rate 3,
21,Trailing Annual Dividend Yield 3,
22,5 Year Average Dividend Yield 4,
23,Payout Ratio 4,0.00%
24,Dividend Date 3,
25,Ex-Dividend Date 4,
26,Last Split Factor 2,2:1
27,Last Split Date 3,"Sep 18, 2012"
28,Fiscal Year Ends,"Dec 30, 2019"
29,Most Recent Quarter (mrq),"Mar 30, 2020"
30,Profit Margin,4.74%
31,Operating Margin (ttm),7.99%
32,Return on Assets (ttm),4.96%
33,Return on Equity (ttm),11.98%
34,Revenue (ttm),12.41B
35,Revenue Per Share (ttm),40.29
36,Quarterly Revenue Growth (yoy),-3.20%
37,Gross Profit (ttm),4.86B
38,EBITDA,1.3B
39,Net Income Avi to Common (ttm),588.72M
40,Diluted EPS (ttm),1.91
41,Quarterly Earnings Growth (yoy),48.00%
42,Total Cash (mrq),332.78M
43,Total Cash Per Share (mrq),1.1
44,Total Debt (mrq),5.11B
45,Total Debt/Equity (mrq),101.94
46,Current Ratio (mrq),2.29
47,Book Value Per Share (mrq),16.31
48,Operating Cash Flow (ttm),1.08B
49,Levered Free Cash Flow (ttm),828.32M
