,Attribute,Value
0,Beta (5Y Monthly),0.22
1,52-Week Change 3,-25.22%
2,S&P500 52-Week Change 3,4.83%
3,52 Week High 3,24.12
4,52 Week Low 3,13.06
5,50-Day Moving Average 3,19.39
6,200-Day Moving Average 3,17.55
7,Avg Vol (3 month) 3,6.78M
8,Avg Vol (10 day) 3,5.84M
9,Shares Outstanding 5,398.58M
10,Float,390.54M
11,% Held by Insiders 1,2.05%
12,% Held by Institutions 1,100.06%
13,"Shares Short (Jun 14, 2020) 4",12.55M
14,"Short Ratio (Jun 14, 2020) 4",2.03
15,"Short % of Float (Jun 14, 2020) 4",3.64%
16,"Short % of Shares Outstanding (Jun 14, 2020) 4",3.15%
17,"Shares Short (prior month May 14, 2020) 4",10.25M
18,Forward Annual Dividend Rate 4,0.4
19,Forward Annual Dividend Yield 4,2.33%
20,Trailing Annual Dividend Rate 3,0.38
21,Trailing Annual Dividend Yield 3,2.21%
22,5 Year Average Dividend Yield 4,0.88
23,Payout Ratio 4,33.33%
24,Dividend Date 3,"May 27, 2020"
25,Ex-Dividend Date 4,"May 12, 2020"
26,Last Split Factor 2,2:1
27,Last Split Date 3,"Aug 14, 2013"
28,Fiscal Year Ends,"Dec 30, 2019"
29,Most Recent Quarter (mrq),"Mar 30, 2020"
30,Profit Margin,27.42%
31,Operating Margin (ttm),35.67%
32,Return on Assets (ttm),8.53%
33,Return on Equity (ttm),21.04%
34,Revenue (ttm),1.72B
35,Revenue Per Share (ttm),4.21
36,Quarterly Revenue Growth (yoy),-41.50%
37,Gross Profit (ttm),1.33B
38,EBITDA,1.03B
39,Net Income Avi to Common (ttm),472.22M
40,Diluted EPS (ttm),1.14
41,Quarterly Earnings Growth (yoy),-79.50%
42,Total Cash (mrq),202.84M
43,Total Cash Per Share (mrq),0.51
44,Total Debt (mrq),1.26B
45,Total Debt/Equity (mrq),57.91
46,Current Ratio (mrq),1.40
47,Book Value Per Share (mrq),5.44
48,Operating Cash Flow (ttm),1.07B
49,Levered Free Cash Flow (ttm),59.91M
