,Attribute,Value
0,Beta (5Y Monthly),0.78
1,52-Week Change 3,27.04%
2,S&P500 52-Week Change 3,4.83%
3,52 Week High 3,35.59
4,52 Week Low 3,22.83
5,50-Day Moving Average 3,33.62
6,200-Day Moving Average 3,31.68
7,Avg Vol (3 month) 3,3.85M
8,Avg Vol (10 day) 3,4.2M
9,Shares Outstanding 5,487.08M
10,Float,485.49M
11,% Held by Insiders 1,0.32%
12,% Held by Institutions 1,88.03%
13,"Shares Short (Jun 14, 2020) 4",9.66M
14,"Short Ratio (Jun 14, 2020) 4",2.79
15,"Short % of Float (Jun 14, 2020) 4",2.58%
16,"Short % of Shares Outstanding (Jun 14, 2020) 4",1.98%
17,"Shares Short (prior month May 14, 2020) 4",10.16M
18,Forward Annual Dividend Rate 4,0.85
19,Forward Annual Dividend Yield 4,2.52%
20,Trailing Annual Dividend Rate 3,0.85
21,Trailing Annual Dividend Yield 3,2.52%
22,5 Year Average Dividend Yield 4,2.56
23,Payout Ratio 4,54.49%
24,Dividend Date 3,"Jun 02, 2020"
25,Ex-Dividend Date 4,"Apr 28, 2020"
26,Last Split Factor 2,1285:1000
27,Last Split Date 3,"Nov 09, 2016"
28,Fiscal Year Ends,"May 25, 2019"
29,Most Recent Quarter (mrq),"Feb 22, 2020"
30,Profit Margin,7.37%
31,Operating Margin (ttm),16.27%
32,Return on Assets (ttm),4.70%
33,Return on Equity (ttm),10.00%
34,Revenue (ttm),10.38B
35,Revenue Per Share (ttm),21.36
36,Quarterly Revenue Growth (yoy),-5.60%
37,Gross Profit (ttm),2.72B
38,EBITDA,2.05B
39,Net Income Avi to Common (ttm),765.2M
40,Diluted EPS (ttm),1.58
41,Quarterly Earnings Growth (yoy),-15.50%
42,Total Cash (mrq),99M
43,Total Cash Per Share (mrq),0.2
44,Total Debt (mrq),10.28B
45,Total Debt/Equity (mrq),130.77
46,Current Ratio (mrq),0.87
47,Book Value Per Share (mrq),15.98
48,Operating Cash Flow (ttm),1.28B
49,Levered Free Cash Flow (ttm),764.31M
