,Attribute,Value
0,Beta (5Y Monthly),0.80
1,52-Week Change 3,18.91%
2,S&P500 52-Week Change 3,4.83%
3,52 Week High 3,331.01
4,52 Week Low 3,168.65
5,50-Day Moving Average 3,305.62
6,200-Day Moving Average 3,272.13
7,Avg Vol (3 month) 3,596.99k
8,Avg Vol (10 day) 3,543.34k
9,Shares Outstanding 5,84.93M
10,Float,83.9M
11,% Held by Insiders 1,1.25%
12,% Held by Institutions 1,90.70%
13,"Shares Short (Jun 14, 2020) 4",1.88M
14,"Short Ratio (Jun 14, 2020) 4",3.21
15,"Short % of Float (Jun 14, 2020) 4",2.53%
16,"Short % of Shares Outstanding (Jun 14, 2020) 4",2.21%
17,"Shares Short (prior month May 14, 2020) 4",2.13M
18,Forward Annual Dividend Rate 4,
19,Forward Annual Dividend Yield 4,
20,Trailing Annual Dividend Rate 3,
21,Trailing Annual Dividend Yield 3,
22,5 Year Average Dividend Yield 4,
23,Payout Ratio 4,0.00%
24,Dividend Date 3,
25,Ex-Dividend Date 4,
26,Last Split Factor 2,2:1
27,Last Split Date 3,"Jun 15, 2015"
28,Fiscal Year Ends,"Dec 30, 2019"
29,Most Recent Quarter (mrq),"Mar 30, 2020"
30,Profit Margin,17.78%
31,Operating Margin (ttm),23.50%
32,Return on Assets (ttm),20.23%
33,Return on Equity (ttm),546.43%
34,Revenue (ttm),2.46B
35,Revenue Per Share (ttm),28.60
36,Quarterly Revenue Growth (yoy),8.70%
37,Gross Profit (ttm),1.37B
38,EBITDA,667.29M
39,Net Income Avi to Common (ttm),436.87M
40,Diluted EPS (ttm),5.01
41,Quarterly Earnings Growth (yoy),8.90%
42,Total Cash (mrq),81.39M
43,Total Cash Per Share (mrq),0.96
44,Total Debt (mrq),1.27B
45,Total Debt/Equity (mrq),1170.80
46,Current Ratio (mrq),0.85
47,Book Value Per Share (mrq),1.27
48,Operating Cash Flow (ttm),452.65M
49,Levered Free Cash Flow (ttm),261.63M
